rank	lemma	freq	ipm	derivational family	deriavational family 2	root of DeriNet tree id	root from DeriNet	slovesná třída	vzor	prefix 4	prefix 3	prefix 2	prefix 1	foreign prefix 2	foreign prefix 1	odprefixované slovo	prefix-Jarka souhlasí se Slavíčkovou	morph segm Slavickova	morph segm DeriNet	morph segm FlatCat	ammel	foreign	odprefigované sloveso segmentované	bez KS	bez iterativních S	kandidát na kořen	derivační S	derivační S 2	derivační S 3	iterativní S	iterativní S 2	iterativní S 3	iterativní S 4	KS	number of frames	Derinet parent	note	compos 1	interfix	prefix 3	prefix 2	prefix	suffix	compos 2	comb form 1	comb form 2
11277	odmontovávat	9	74	mont-				5	dělá				od			montovávati	N		od mont ov á va t	od mont ovávat	tavávotnomdo	1	mont ováv a t	montováv	mont	mont				ová	v			a		odmontovat#V????--??-??P??										
11077	odnožit	9	74	noha		noha#NNF??-----A---?							od			nožit	Y	od nož i t					nož i t	nož	nož	nož								i		None										
11200	odprošovat	9	74	prosit		prosit#V????--??-??I??		3	kupuje				od			prošovati	Y	od proš ova t	od proš ova t	odproš ova t	tavošorpdo	0	proš ova t	proš	proš	proš								ova		odprosit#V????--??-??P??										
11306	odrůstat	9	74	růst		růst#V???---??-??I??	od(růst)at	5	dělá				od			růstati	Y	od růst a t	od růs t a t	od růst a t	tatsůrdo	0	růst a t	růst	růst	růst								a		odrůst#V???---??-??P??										
11241	odsejpat	9	74	sypat		sypat#V????--??-??I??		#	#				od			sejpati	N			od s ejp a t	tapjesdo	0	sejp  a t	sejp	sejp	sejp								a		None										
11217	odskotačit	9	74	skot		skot#NNI??-----A---?		4	prosí				od			skotačiti	N		od skotači t	od skot ač it	tičatoksdo	0	skot ač  i t	skot ač	skot ač	skot	ač							i		skotačit#V????--??-??I??										
11182	odšoupnout	9	74	šoupat		šoupat#V????--??-??I??		2	mine				od			šoupnouti	Y	od šoup nou t	od šou p no u t	od šoup nou t	tuonpuošdo	0	šoup nou t	šoup	šoup	šoup								nou		šoupnout#V????--??-??P??										
11320	odšpuntovat	9	74	špunt		špunt#NNI??-----A---?	od(špunt)ovat	3	kupuje				od			špuntovati	N		od špunt ov a t	odšpun t ova t	tavotnupšdo	1	špunt  ova t	špunt	špunt	špunt								ova		špuntovat#V????--??-??I??										
11355	odtát	9	74	tát		tát#V???---??-??I??	od(tá)t	3	kryje				od			táti	N		od tá t	od t á t	tátdo	0	tá t	tá	tá	tá										tát#V???---??-??I??										
11328	odvalovat	9	74	valit		valit#V????--??-??I??		3	kupuje				od			valovati	Y	od val ova t	od val ova t	od val ova t	tavolavdo	0	val ova t	val	val	val								ova		odvalit#V????--??-??P??										
11319	okorat	9	74	kora		kora#NNF??-----A---?	o(kor)at	5	dělá				o			korati	Y	o kor a t	o kora t	okor a t	taroko	0	kor a t	kor	kor	kor								a		korat#V????--??-??I??										
11259	okorávat	9	74	kora		kora#NNF??-----A---?	o(kor)ávat	5	dělá				o			korávati	N		o korá va t	okor áva t	tavároko	0	kor áv a t	kor áv	kor	kor				á	v			a		okorat#V????--??-??P??										
11227	opilovat	9	74	pila		pila#NNF??-----A---?	o(pil)ovat	3	kupuje				o			pilovati	Y	o pil ova t	o pil ov a t	o pil ova t	tavolipo	0	pil ova t	pil	pil	pil								ova		pilovat#V????--??-??I??										
11312	opotit	9	74	pot		pot#NNI??-----A---?	o(pot)it	4	prosí				o			potiti	Y	o pot i t	o pot i t	o po t it	titopo	0	pot i t	pot	pot	pot								i		potit#V????--??-??I??										
11305	oprýskat	9	74	prýskat		prýskat#V????--??-??I??		5	dělá				o			prýskati	Y	o prýsk a t	o prýsk a t	o prýsk a t	taksýrpo	0	prýsk a t	prýsk	prýsk	prýsk								a		prýskat#V????--??-??I??										
11367	oprýskávat	9	74	prýskat		prýskat#V????--??-??I??		5	dělá				o			prýskávati	Y	o prýsk á v a t	o prýsk á va t	o prýsk áva t	taváksýrpo	0	prýsk á v a t	prýsk á v	prýsk	prýsk				á	v			a		oprýskat#V????--??-??P??										
11092	opublikovat	9	74	popul-				3	kupuje				o			publikovati	N		o publik ova t	opublik ova t	tavokilbupo	0	publik  ova t	publik	publik	publ	ik							ova		publikovat#V????--??-??B??										
11075	opylit	9	74	pyl		pyl#NNI??-----A---?		4	prosí				o			pyliti	Y	o pyl i t	opyl i t	opyl it	tilypo	0	pyl i t	pyl	pyl	pyl								i		pyl#NNI??-----A---?										
11168	ošoustat	9	74	šoustat		šoustat#V????--??-??I??		5	dělá				o			šoustati	N		o šoust a t	ošous t a t	tatsuošo	0	šoust  a t	šoust	šoust	šoust								a		šoustat#V????--??-??I??										
11274	ovazovat	9	74	vázat		vázat#V????--??-??I??		3	kupuje				o			vazovati	Y	o vaz ova t	o vaz o va t	o vaz ova t	tavozavo	0	vaz ova t	vaz	vaz	vaz								ova		ovázat#V????--??-??P??										
11351	ověšovat	9	74	viset		viset#V???---??-??I??		3	kupuje				o			věšovati	Y	o věš ova t	o věš ova t	ověš ova t	tavošěvo	0	věš ova t	věš	věš	věš								ova		ověsit#V????--??-??P??										
11068	ozelenit	9	74	zelený		zelený#AA???----??---?	o(zelen)it	4	prosí				o			zeleniti	N		o zele n i t	o zelen it	tinelezo	0	zelen  i t	zelen	zelen	zelen								i		zelenit#V????--??-??I??										
11206	ozkusit	9	74	zkusit		zkusit#V????--??-??P??		4	prosí			o	z			kusiti	Y	o z kus i t	o zkus i t	o zkus it	tisukzo	0	kus i t	kus	kus	kus								i		zkusit#V????--??-??P??										
11066	parcelovat	9	74	part-		parcela#NNF??-----A---?	(parcel)ovat	3	kupuje							parcelovati	Y	parcel ova t	parcel ova t	parcel ova t	tavolecrap	1	parc el ova t	parc el	parc el	parc	el							ova		parcela#NNF??-----A---?										
11146	pardonovat	9	74	don-				3	kupuje						par	donovati	F	pardon ova t	pardon ova t	pardon ova t	tavonodrap	1	don ova t	don	don	don								ova		pardon#NNI??-----A---?										
11222	pentlit	9	74	pentlit		pentlit#V????--??-??I??		4	prosí							pentliti	Y	pentl i t	pentl i t	pentl it	tiltnep	0	pentl i t	pentl	pentl	pentl								i		None										
11345	poblouznit	9	74	blázen		blázen#NNM??-----A---?		4	prosí				po			blouzniti	Y	po blouzn i t	po blouzni t	po blouzn it	tinzuolbop	0	blouzn i t	blouzn	blouzn	blouzn								i		blouznit#V????--??-??I??										
11205	pochichtávat	9	74	chechtat		chechtat#V????--??-??I??		5	dělá				po			chichtávati	N		pochichtáva t	po chich t áva t	taváthcihcop	1	chicht áv a t	chicht áv	chicht	chicht				á	v			a		chichtat#V????--??-??I??										
11211	podkluzovat	9	74	klouzat		klouzat#V????--??-??I??		3	kupuje				pod			kluzovati	Y	pod kluz ova t	podkluz ova t	podkluz ova t	tavozulkdop	0	kluz ova t	kluz	kluz	kluz								ova		podklouznout#V????--??-??P??										
11072	podmáčet	9	74	moč		moč#NNF??-----A---?		4	sází				pod			máčeti	N		pod máč e t	pod máč e t	tečámdop	0	máč  e t	máč	máč	máč								e		máčet#V????--??-??I??										
11271	podstrojovat	9	74	strojit		strojit#V????--??-??I??		3	kupuje				pod			strojovati	Y	pod stroj ova t	pod stroj ova t	pod stroj ova t	tavojortsdop	0	stroj ova t	stroj	stroj	stroj								ova		podstrojit#V????--??-??P??										
11221	pohlavkovat	9	74	hlava		hlava#NNF??-----?---?	po(hlav)kovat	3	kupuje				po			hlavkovati	Y	po hlav k ova t	pohlavk ova t	pohlavk ova t	tavokvalhop	0	hlav k ova t	hlav k	hlav k	hlav	k							ova		pohlavek#NNI??-----A---?										
11365	pohovět	9	74	hovět		hovět#V????--??-??I??		4	trpí				po			hověti	Y	po hov ě t	po hov ě t	po hov ě t	těvohop	0	hov ě t	hov	hov	hov								ě		hovět#V????--??-??I??										
11115	pokřesťanštit	9	74	křtít		křtít#V????--??-??I??	po(křesť)anštit	4	prosí				po			křesťanštiti	N		pokřesťanšt i t	pokřesťanš t it	titšnaťseřkop	0	křesť an št  i t	křesť an št	křesť an št	křesť	an	št						i		křesťanský#AA???----??---?										
11315	pomazávat	9	74	mazat		mazat#V????--??-??I??		5	dělá				po			mazávati	Y	po maz á v a t	po maz á va t	po mazáva t	tavázamop	0	maz á v a t	maz á v	maz	maz				á	v			a		pomazat#V????--??-??P??										
11131	poplakávat	9	74	plakat		plakat#V????--??-??I??	po(plak)ávat	5	dělá				po			plakávati	N		po plak á va t	po plak áva t	tavákalpop	0	plak á v a t	plak á v	plak	plak				á	v			a		poplakat#V????--??-??P??										
11340	popleskávat	9	74	plesknout		plesknout#V????--??-??P??		5	dělá				po			pleskávati	N		po plesk á va t	po pleskáva t	tavákselpop	0	plesk áv a t	pleskáv	plesk	plesk				á	v			a		popleskat#V????--??-??P??										
11134	poprskat	9	74	prsknout		prsknout#V????--??-??P??		5	dělá				po			prskati	Y	po prsk a t	po prsk a t	po prsk a t	taksrpop	0	prsk a t	prsk	prsk	prsk								a		prskat#V????--??-??I??										
11290	poškorpit	9	74	škorpit		škorpit#V????--??-??I??		4	prosí				po			škorpiti	Y	po škorp i t	po škorpi t	po škorp it	tiprokšop	0	škorp i t	škorp	škorp	škorp								i		škorpit#V????--??-??I??										
11144	poslouchávat	9	74	slyšet		slyšet#V????--??-??I??	po(slouch)ávat	5	dělá				po			slouchávati	N		poslouc h á va t	posloucháva t	taváhcuolsop	0	slouch á v a t	slouch á v	slouch	slouch				á	v			a		poslouchat#V????--??-??I??										
11138	pošmáknout	9	74	šmak		šmáknout#V????--??-??P??		2	mine				po			šmáknouti	Y	po šmák nou t	po šmákno u t	po šmák nou t	tuonkámšop	0	šmák nou t	šmák	šmák	šmák								nou		šmáknout#V????--??-??P??										
11346	postátnit	9	74	stát		stát#NNI??-----?---?		4	prosí				po			státniti	Y	po stát n i t	postátn i t	po stát n it	tintátsop	0	stát n i t	stát n	stát n	stát	n							i		státní#AA???----1?---?										
11267	potetovat	9	74	tetovat		tetovat#V????--??-??B??		3	kupuje				po			tetovati	N		po tet ova t	po tet ova t	tavotetop	0	tet  ova t	tet	tet	tet								ova		tetovat#V????--??-??B??										
11070	poťukat	9	74	ťukat		ťukat#V????--??-??I??		5	dělá				po			ťukati	N		po ťuk a t	po ťuk a t	takuťop	0	ťuk  a t	ťuk	ťuk	ťuk								a		ťukat#V????--??-??I??										
11104	povandrovat	9	74	vandrovat		vandrovat#V????--??-??I??		3	kupuje				po			vandrovati	N		po vandr ov a t	po vandr ova t	tavordnavop	1	vandr  ova t	vandr	vandr	vandr								ova		vandrovat#V????--??-??I??										
11375	povystoupit	9	74	stoupit		stoupit#V????--??-??P??		4	prosí			po	vy			stoupiti	Y	po vy stoup i t	po vystou pi t	po vy stoup it	tipuotsyvop	0	stoup i t	stoup	stoup	stoup								i		vystoupit#V????--??-??P??										
11087	přechýlit	9	74	chýlit		chýlit#V????--??-??I??		4	prosí				pře			chýliti	Y	pře chýl i t	pře chýl i t	pře chýl it	tilýhceřp	0	chýl i t	chýl	chýl	chýl								i		chýlit#V????--??-??I??										
11339	předcvičovat	9	74	cvičit		cvičit#V????--??-??I??		3	kupuje				před			cvičovati	N		před cvič ova t	předcvič ova t	tavočivcdeřp	0	cvič  ova t	cvič	cvič	cvič								ova		předcvičit#V????--??-??P??										
11232	předláždit	9	74	dláždit		dláždit#V????--??-??I??		4	prosí				pře			dlážditi	Y	pře dlážd i t	pře dlážd i t	pře dlážd it	tidžáldeřp	0	dlážd i t	dlážd	dlážd	dlážd								i		dláždit#V????--??-??I??										
11157	přehltit	9	74	hltat		hltat#V????--??-??I??		4	prosí				pře			hltiti	N		přehlt i t	pře hlt it	titlheřp	0	hlt  i t	hlt	hlt	hlt								i		None										
11142	překřižovat	9	74	kříž		kříž#NNI??-----A---?	pře(křiž)ovat	3	kupuje				pře			křižovati	N		pře křiž ova t	pře křiž ova t	tavožiřkeřp	0	křiž  ova t	křiž	křiž	křiž								ova		překřížit#V????--??-??P??										
11151	přelámat	9	74	lámat		lámat#V????--??-??I??		1	bere				pře			lámati	Y	pře lám a t	pře lám a t	pře lám a t	tamáleřp	0	lám a t	lám	lám	lám								a		lámat#V????--??-??I??										
11065	přelobovat	9	74	lobby		lobby#NNFXX-----A----		3	kupuje				pře			lobovati	N		pře lob ova t	přelob ova t	tavoboleřp	0	lob  ova t	lob	lob	lob								ova		přelobbovat#V????--??-??P??										
11163	přepírat	9	74	prát		prát#V????--??-??I??		5	dělá				pře			pírati	N		přepíra t	přepír a t	tarípeřp	0	pír  a t	pír	pír	pír								a		prát#V????--??-??I??										
11106	přešplhat	9	74	šplhat		šplhat#V????--??-??I??		5	dělá				pře			šplhati	N		pře šplh a t	pře šplh a t	tahlpšeřp	0	šplh  a t	šplh	šplh	šplh								a		šplhat#V????--??-??I??										
11272	přeúčtovat	9	74	číst		číst#V????--??-??I??	přeú(čt)ovat	3	kupuje			pře	ú			čtovati	N		pře účt ov a t	přeúč t ova t	tavotčúeřp	0	čt  ova t	čt	čt	čt								ova		účtovat#V????--??-??I??										
11354	přežehnat	9	74	žehnat		žehnat#V????--??-??I??		5	dělá				pře			žehnati	N		pře žehna t	pře žehna t	tanhežeřp	0	žehn  a t	žehn	žehn	žehn								a		žehnat#V????--??-??I??										
11069	přibalovat	9	74	balit		balit#V????--??-??I??		3	kupuje				při			balovati	Y	při bal ova t	při bal ova t	při bal ova t	tavolabiřp	0	bal ova t	bal	bal	bal								ova		přibalit#V????--??-??P??										
11348	přifilmovat	9	74	film		film#NNI??-----A---?	při(film)ovat	3	kupuje				při			filmovati	N		při film ova t	při film ova t	tavomlifiřp	1	film  ova t	film	film	film								ova		filmovat#V????--??-??I??										
11179	přifrčet	9	74	frčet		frčet#V????--??-??I??	při(frč)et	4	trpí				při			frčeti	Y	při frč e t	při frče t	při frč e t	tečrfiřp	1	frč e t	frč	frč	frč								e		frčet#V????--??-??I??										
11310	přihlazovat	9	74	hladit		hladit#V????--??-??I??		3	kupuje				při			hlazovati	Y	při hlaz ova t	při hlaz ova t	přihlaz ova t	tavozalhiřp	0	hlaz ova t	hlaz	hlaz	hlaz								ova		přihladit#V????--??-??P??										
11360	přikapávat	9	74	kápnout		kápnout#V????--??-??P??	při(kap)ávat	5	dělá				při			kapávati	N		při kap á va t	při kapáva t	tavápakiřp	0	kap á v a t	kap á v	kap	kap				á	v			a		přikapat#V????--??-??P??										
11294	přikutálet	9	74	kutálet		kutálet#V????--??-??I??		4	sází				při			kutáleti	Y	při kutál e t	při kutále t	při kutál e t	telátukiřp	0	kutál e t	kutál	kutál	kutál								e		kutálet#V????--??-??I??										
11164	připažit	9	74	paže		paže#NNF??-----A---?	při(paž)it	4	prosí				při			pažiti	Y	při paž i t	připaž i t	při paž it	tižapiřp	0	paž i t	paž	paž	paž								i		paže#NNF??-----A---?										
11122	přisekávat	9	74	seknout		seknout#V????--??-??P??		5	dělá				při			sekávati	Y	při sek á v a t	při se k á va t	při sek áva t	tavákesiřp	0	sek á v a t	sek á v	sek	sek				á	v			a		přisekat#V????--??-??P??										
11226	přiseknout	9	74	seknout		seknout#V????--??-??P??							při			seknout	Y	při sek nou t					sek nou t	sek	sek	sek								nou		seknout#V????--??-??P??										
11218	přiskákat	9	74	skočit		skočit#V????--??-??P??		1	maže				při			skákati	N		při sk ák a t	při skák a t	takáksiřp	0	skák  a t	skák	skák	skák								a		skákat#V????--??-??I??										
11301	přišoupnout	9	74	šoupat		šoupat#V????--??-??I??		2	mine				při			šoupnouti	Y	při šoup nou t	při šou p no u t	při šoup nou t	tuonpuošiřp	0	šoup nou t	šoup	šoup	šoup								nou		šoupnout#V????--??-??P??										
11081	příspívat	9	74	spět		spět#V????--??-??I??	pří(spí)vat	5	dělá				pří			spívati	N		příspív a t	příspív a t	tavípsířp	0	spí v a t	spí v	spí	spí				v				a		přispívat#V????--??-??I??										
11135	přistřihovat	9	74	stříhnout		stříhnout#V????--??-??P??		3	kupuje				při			střihovati	Y	při střih ova t	při střih ova t	při střih ova t	tavohiřtsiřp	0	střih ova t	střih	střih	střih								ova		přistřihnout#V????--??-??P??										
11174	přisypávat	9	74	sypat		sypat#V????--??-??I??		5	dělá				při			sypávati	Y	při syp á v a t	při syp á va t	při syp áva t	tavápysiřp	0	syp á v a t	syp á v	syp	syp				á	v			a		přisypat#V????--??-??P??										
11158	přitřít	9	74	třít		třít#V????--??-??I??	při(tř)ít	1	tře				při			tříti	Y	při tř í t	při t ří t	při tří t	tířtiřp	0	tř í t	tř	tř	tř								í		třít#V????--??-??I??										
11326	přizdobovat	9	74	zdobit		zdobit#V????--??-??I??		3	kupuje			při	z			dobovati	S	při z dob ova t	při zdob ova t	při z dob ova t	tavobodziřp	0	dob ova t	dob	dob	dob								ova		přizdobit#V????--??-??P??										
11192	prociťovat	9	74	cítit		cítit#V????--??-??I??		3	kupuje				pro			ciťovati	N		pro ciť ova t	prociť ova t	tavoťicorp	0	ciť  ova t	ciť	ciť	ciť								ova		procítit#V????--??-??P??										
11156	procpat	9	74	cpát		cpát#V????--??-??I??		1	bere				pro			cpati	N		procpa t	pro cp a t	tapcorp	0	cp  a t	cp	cp	cp								a		cpát#V????--??-??I??										
11169	prodiskutovávat	9	74	quati- -cuti- quass- -cuss-			pro(diskut)ovávat	5	dělá			pro			dis	kutovávati	N		pro diskut ová va t	pro diskutováva t	tavávotuksidorp	0	kut ováv a t	kut ováv	kut	kut				ová	v			a		prodiskutovat#V????--??-??P??										
11102	profanovat	9	74	profánní		profánní#AA???----??---?		3	kupuje						pro	fanovati	F	profan ova t	profan ova t	profan ova t	tavonaforp	1	fan ova t	fan	fan	fan								ova		profánní#AA???----??---?										
11181	prokmitávat	9	74	kmitnout		kmitnout#V????--??-??P??		5	dělá				pro			kmitávati	N		pro kmit á va t	pro kmit áva t	tavátimkorp	0	kmit áv a t	kmitáv	kmit	kmit				á	v			a		prokmitat#V????--??-??P??										
11140	promývat	9	74	mýt		mýt#V????--??-??I??	pro(mý)vat	5	dělá				pro			mývati	Y	pro mý v a t	pro m ý v a t	pro mýva t	tavýmorp	0	mý v a t	mý v	mý	mý				v				a		promýt#V????--??-??P??										
11189	proplavat	9	74	plavat		plavat#V????--??-??I??	pro(plav)at	1	bere				pro			plavati	Y	pro plav a t	pro plav a t	pro plav a t	tavalporp	0	plav a t	plav	plav	plav								a		plavat#V????--??-??I??										
11120	proplazit	9	74	plaz		plaz#NNM??-----A---?		4	prosí				pro			plaziti	N		pro plaz i t	pro plazi t	tizalporp	0	plaz  i t	plaz	plaz	plaz								i		plazit#V????--??-??I??										
11186	prošpikovávat	9	74	špek		špek#NNI??-----A---?		5	dělá				pro			špikovávati	N		pro špik ová va t	prošpik ovávat	tavávokipšorp	0	špik ováv a t	špik ováv	špik	špik				ová	v			a		prošpikovat#V????--??-??P??										
11196	proštípnout	9	74	štípnout		štípnout#V????--??-??P??		2	mine				pro			štípnouti	Y	pro štíp nou t	pro štíp no u t	pro štíp nou t	tuonpítšorp	0	štíp nou t	štíp	štíp	štíp								nou		štípnout#V????--??-??P??										
11300	radívat	9	74	rada		rada#NNF??-----A---?	(rad)ívat	5	dělá							radívati	N		r ad í va t	rad ívat	tavídar	0	rad ív a t	rad ív	rad	rad				í	v			a		radit#V????--??-??I??										
11280	rekonfigurovat	9	74	fig- fing- fict- 				3	kupuje					re	kon	figurovati	N		re konfigur ova t	rekonfigur ova t	tavorugifnoker	1	figur  ova t	figur	figur	fig	ur							ova		konfigurovat#V????--??-??I??										
11150	rekriminovat	9	74	crim-				3	kupuje						re	kriminovati	Y	re krimin ova t	rekrimin ova t	rekrimin ova t	tavonimirker	1	krimin ova t	krimin	krimin	krim	in							ova		None										
11191	rozepřít	9	74	přít		přít#V????--??-??I??	roze(př)ít	1	tře				roze			příti	Y	roze př í t	roze p ří t	roze pří t	tířpezor	0	př í t	př	př	př								í		přít#V????--??-??I??										
11201	rozhlodat	9	74	hlodat		hlodat#V????--??-??I??		5	dělá				roz			hlodati	Y	roz hlod a t	roz hloda t	roz hloda t	tadolhzor	0	hlod a t	hlod	hlod	hlod								a		hlodat#V????--??-??I??										
11203	rozhrabat	9	74	hrabat		hrabat#V????--??-??I??	roz(hrab)at	1	bere				roz			hrabati	Y	roz hrab a t	roz hrab a t	roz hrab a t	tabarhzor	0	hrab a t	hrab	hrab	hrab								a		hrabat#V????--??-??I??										
11266	rozjitřovat	9	74	jitřit		jitřit#V????--??-??I??		3	kupuje				roz			jitřovati	Y	roz jitř ova t	roz jitř ova t	roz jitř ova t	tavořtijzor	0	jitř ova t	jitř	jitř	jitř								ova		rozjitřit#V????--??-??P??										
11257	rozkřikovat	9	74	křičet		křičet#V????--??-??I??	roz(křik)ovat	3	kupuje				roz			křikovati	Y	roz křik ova t	roz křik ova t	roz křik ova t	tavokiřkzor	0	křik ova t	křik	křik	křik								ova		rozkřiknout#V????--??-??P??										
11197	rozplamenit	9	74	plát		plát#V???---??-??I??		4	prosí				roz			plameniti	Y	roz plamen i t	rozplamen i t	roz plamen it	tinemalpzor	0	plamen i t	plamen	plamen	plamen								i		None										
11239	rozsekávat	9	74	seknout		seknout#V????--??-??P??		5	dělá				roz			sekávati	Y	roz sek á v a t	roz se k á va t	roz sek áva t	tavákeszor	0	sek á v a t	sek á v	sek	sek				á	v			a		rozsekat#V????--??-??P??										
11165	rozšněrovat	9	74	šnůra		šnůra#NNF??-----A---?		3	kupuje				roz			šněrovati	Y	roz šněr ova t	roz šněr ova t	roz šněr ova t	tavorěnšzor	0	šněr ova t	šněr	šněr	šněr								ova		šněrovat#V????--??-??I??										
